-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,12,12,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,141,141,142,143,141,142,143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,32,32,32,32,32,32,32,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,32,-1,51,51,51,51,51,51,51,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,28,-1,-1,48,-1,52,53,52,53,52,53,52,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,28,-1,-1,48,-1,-1,68,-1,72,73,72,73,72,73,72,73,-1,-1,-1,-1,-1,-1,-1,-1,261,241,242,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,28,-1,-1,48,-1,-1,68,-1,-1,21,-1,20,21,22,20,21,20,21,22,-1,-1,-1,-1,-1,-1,-1,261,261,261,262,261,-1
-1,8,8,8,8,-1,-1,8,-1,-1,8,-1,-1,-1,8,8,8,8,8,8,8,8,-1,-1,-1,28,-1,-1,48,-1,-1,68,-1,-1,21,-1,-1,41,-1,40,41,42,40,41,20,21,22,-1,-1,220,221,222,220,221,220,220,221,222,223,-1
-1,26,27,28,29,-1,-1,21,-1,-1,21,-1,-1,-1,221,222,223,221,222,221,222,223,-1,-1,-1,48,-1,-1,68,-1,-1,21,-1,-1,41,-1,-1,21,-1,20,21,22,22,21,22,41,42,-1,-1,240,241,242,240,241,240,240,241,242,243,-1
-1,46,47,48,49,-1,-1,21,-1,-1,21,-1,-1,-1,241,242,243,241,242,241,242,243,-1,-1,-1,68,-1,-1,21,-1,-1,41,-1,-1,21,-1,-1,41,-1,40,41,20,21,22,20,21,22,-1,-1,260,261,262,260,261,260,260,261,262,263,-1
-1,21,21,21,21,-1,-1,21,-1,-1,21,-1,-1,-1,261,262,263,261,262,261,262,263,-1,-1,-1,21,-1,-1,41,-1,-1,61,-1,-1,41,-1,-1,61,-1,40,41,40,41,42,40,41,42,-1,-1,240,241,242,243,240,241,240,241,242,243,-1
