-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
371,372,373,374,371,372,373,374,371,372,373,374,-1,-1,372,-1,-1,371,372,-1,-1,371,374,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,228,27,28,27,28,27,28,27,28,27,28,27,28,27,28,332,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,371,353,-1,-1,-1,-1,-1,-1,-1,-1,-1,332,286,47,48,47,48,47,48,47,48,47,48,47,48,47,48,286,332,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,371,371,352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,228,332,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
331,332,333,334,331,332,333,334,331,332,333,334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,331,-1,-1,-1,-1,-1,-1,353,332,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
351,352,353,354,351,352,353,354,351,352,353,354,-1,331,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,331,-1,351,-1,-1,-1,-1,-1,-1,-1,229,226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,227,229,-1,-1,-1,-1,-1,-1,-1
371,372,373,374,371,372,373,374,371,372,373,374,-1,351,-1,331,-1,-1,-1,-1,-1,-1,-1,331,-1,351,-1,371,-1,-1,-1,-1,-1,-1,-1,-1,352,332,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,333,353,-1,-1,-1,-1,-1,-1,-1,-1
391,392,393,394,391,392,393,394,391,392,393,394,-1,371,-1,351,-1,331,-1,331,-1,331,-1,351,-1,371,-1,391,-1,-1,-1,-1,-1,-1,-1,-1,-1,352,247,248,247,248,247,248,247,248,247,248,247,248,353,-1,361,362,363,362,363,361,362,363
351,352,353,354,351,352,353,354,351,352,353,354,-1,391,-1,371,-1,351,-1,351,-1,351,-1,371,-1,391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,351,352,353,351,352,353,351,352,353,351,352,353,-1,-1,381,382,383,382,383,381,382,383
